org,process,process_name,include
JVL,INS,Inspection,FALSE
DAL,INS,Inspection,FALSE
PHI,INS,Inspection,FALSE
TOR,INS,Inspection,FALSE
WIN,INS,Inspection,FALSE
SGP,INS,Inspection,FALSE
MXQ,INS,Inspection,FALSE
MTY,INS,Inspection,FALSE
MXM,INS,Inspection,FALSE
MCH,INS,Inspection,FALSE
ASC,INS,Inspection,FALSE
ADC,INS,Inspection,FALSE
ATL,INS,Inspection,FALSE
WIE,INS,Inspection,FALSE
ENA,INS,Inspection,FALSE
ENT,INS,Inspection,FALSE
LOS,INV,Invoice,FALSE
STO,INV,Invoice,FALSE
CHA,INV,Invoice,FALSE
CLE,INV,Invoice,FALSE
HAI,INV,Invoice,FALSE
JVL,INV,Invoice,FALSE
DAL,INV,Invoice,FALSE
PHI,INV,Invoice,FALSE
TOR,INV,Invoice,FALSE
WIN,INV,Invoice,FALSE
SGP,INV,Invoice,FALSE
MXQ,INV,Invoice,FALSE
MTY,INV,Invoice,FALSE
MXM,INV,Invoice,FALSE
MCH,INV,Invoice,FALSE
ASC,INV,Invoice,FALSE
ADC,INV,Invoice,FALSE
ATL,INV,Invoice,FALSE
WIE,INV,Invoice,FALSE
ENA,INV,Invoice,FALSE
ENT,INV,Invoice,FALSE
LOS,LAB,Lab,FALSE
STO,LAB,Lab,FALSE
CHA,LAB,Lab,FALSE
CLE,LAB,Lab,FALSE
HAI,LAB,Lab,TRUE
JVL,LAB,Lab,FALSE
DAL,LAB,Lab,FALSE
PHI,LAB,Lab,FALSE
TOR,LAB,Lab,FALSE
WIN,LAB,Lab,FALSE
SGP,LAB,Lab,FALSE
MXQ,LAB,Lab,FALSE
MTY,LAB,Lab,FALSE
MXM,LAB,Lab,FALSE
MCH,LAB,Lab,FALSE
ASC,LAB,Lab,FALSE
ADC,LAB,Lab,FALSE
ATL,LAB,Lab,FALSE
WIE,LAB,Lab,FALSE
ENA,LAB,Lab,FALSE
ENT,LAB,Lab,FALSE
LOS,LAZ,Laser Cutting,FALSE
STO,LAZ,Laser Cutting,FALSE
CHA,LAZ,Laser Cutting,FALSE
CLE,LAZ,Laser Cutting,FALSE
HAI,LAZ,Laser Cutting,TRUE
JVL,LAZ,Laser Cutting,FALSE
DAL,LAZ,Laser Cutting,FALSE
PHI,LAZ,Laser Cutting,FALSE
TOR,LAZ,Laser Cutting,FALSE
WIN,LAZ,Laser Cutting,FALSE
SGP,LAZ,Laser Cutting,FALSE
MXQ,LAZ,Laser Cutting,FALSE
MTY,LAZ,Laser Cutting,FALSE
MXM,LAZ,Laser Cutting,FALSE
MCH,LAZ,Laser Cutting,FALSE
ASC,LAZ,Laser Cutting,FALSE
ADC,LAZ,Laser Cutting,FALSE
ATL,LAZ,Laser Cutting,FALSE
WIE,LAZ,Laser Cutting,FALSE
ENA,LAZ,Laser Cutting,FALSE
ENT,LAZ,Laser Cutting,FALSE
LOS,LEV,Leveling,TRUE
STO,LEV,Leveling,TRUE
CHA,LEV,Leveling,TRUE
CLE,LEV,Leveling,TRUE
HAI,LEV,Leveling,TRUE
JVL,LEV,Leveling,TRUE
DAL,LEV,Leveling,TRUE
PHI,LEV,Leveling,TRUE
TOR,LEV,Leveling,TRUE
WIN,LEV,Leveling,TRUE
SGP,LEV,Leveling,TRUE
MXQ,LEV,Leveling,TRUE
MTY,LEV,Leveling,TRUE
MXM,LEV,Leveling,TRUE
MCH,LEV,Leveling,TRUE
ASC,LEV,Leveling,TRUE
ADC,LEV,Leveling,TRUE
ATL,LEV,Leveling,TRUE
WIE,LEV,Leveling,TRUE
ENA,LEV,Leveling,TRUE
ENT,LEV,Leveling,TRUE
LOS,LIN,Line Marking,FALSE
STO,LIN,Line Marking,FALSE
CHA,LIN,Line Marking,FALSE
CLE,LIN,Line Marking,FALSE
HAI,LIN,Line Marking,TRUE
JVL,LIN,Line Marking,FALSE
DAL,LIN,Line Marking,FALSE
PHI,LIN,Line Marking,FALSE
TOR,LIN,Line Marking,FALSE
WIN,LIN,Line Marking,FALSE
SGP,LIN,Line Marking,FALSE
MXQ,LIN,Line Marking,FALSE
MTY,LIN,Line Marking,FALSE
MXM,LIN,Line Marking,FALSE
MCH,LIN,Line Marking,FALSE
ASC,LIN,Line Marking,FALSE
ADC,LIN,Line Marking,FALSE
ATL,LIN,Line Marking,FALSE
WIE,LIN,Line Marking,FALSE
ENA,LIN,Line Marking,FALSE
ENT,LIN,Line Marking,FALSE
LOS,LTH,Lathe Cutting,FALSE
STO,LTH,Lathe Cutting,FALSE
CHA,LTH,Lathe Cutting,FALSE
CLE,LTH,Lathe Cutting,FALSE
HAI,LTH,Lathe Cutting,TRUE
JVL,LTH,Lathe Cutting,FALSE
DAL,LTH,Lathe Cutting,FALSE
PHI,LTH,Lathe Cutting,FALSE
TOR,LTH,Lathe Cutting,FALSE
WIN,LTH,Lathe Cutting,FALSE
SGP,LTH,Lathe Cutting,FALSE
MXQ,LTH,Lathe Cutting,FALSE
MTY,LTH,Lathe Cutting,FALSE
MXM,LTH,Lathe Cutting,FALSE
MCH,LTH,Lathe Cutting,FALSE
ASC,LTH,Lathe Cutting,FALSE
ADC,LTH,Lathe Cutting,FALSE
ATL,LTH,Lathe Cutting,FALSE
WIE,LTH,Lathe Cutting,FALSE
ENA,LTH,Lathe Cutting,FALSE
ENT,LTH,Lathe Cutting,FALSE
LOS,M250,Mazak 250MS CNC Lathe,FALSE
STO,M250,Mazak 250MS CNC Lathe,FALSE
CHA,M250,Mazak 250MS CNC Lathe,FALSE
CLE,M250,Mazak 250MS CNC Lathe,FALSE
HAI,M250,Mazak 250MS CNC Lathe,TRUE
JVL,M250,Mazak 250MS CNC Lathe,FALSE
DAL,M250,Mazak 250MS CNC Lathe,FALSE
PHI,M250,Mazak 250MS CNC Lathe,FALSE
TOR,M250,Mazak 250MS CNC Lathe,FALSE
WIN,M250,Mazak 250MS CNC Lathe,FALSE
SGP,M250,Mazak 250MS CNC Lathe,FALSE
MXQ,M250,Mazak 250MS CNC Lathe,FALSE
MTY,M250,Mazak 250MS CNC Lathe,FALSE
MXM,M250,Mazak 250MS CNC Lathe,FALSE
MCH,M250,Mazak 250MS CNC Lathe,FALSE
ASC,M250,Mazak 250MS CNC Lathe,FALSE
ADC,M250,Mazak 250MS CNC Lathe,FALSE
ATL,M250,Mazak 250MS CNC Lathe,FALSE
WIE,M250,Mazak 250MS CNC Lathe,FALSE
ENA,M250,Mazak 250MS CNC Lathe,FALSE
ENT,M250,Mazak 250MS CNC Lathe,FALSE
LOS,MS0,Straighten,FALSE
STO,MS0,Straighten,FALSE
CHA,MS0,Straighten,FALSE
CLE,MS0,Straighten,FALSE
HAI,MS0,Straighten,TRUE
JVL,MS0,Straighten,FALSE
DAL,MS0,Straighten,FALSE
PHI,MS0,Straighten,FALSE
TOR,MS0,Straighten,FALSE
WIN,MS0,Straighten,FALSE
SGP,MS0,Straighten,FALSE
MXQ,MS0,Straighten,FALSE
MTY,MS0,Straighten,FALSE
MXM,MS0,Straighten,FALSE
MCH,MS0,Straighten,FALSE
ASC,MS0,Straighten,FALSE
ADC,MS0,Straighten,FALSE
ATL,MS0,Straighten,FALSE
WIE,MS0,Straighten,FALSE
ENA,MS0,Straighten,FALSE
ENT,MS0,Straighten,FALSE
LOS,MS10,Straighten,FALSE
STO,MS10,Straighten,FALSE
CHA,MS10,Straighten,FALSE
CLE,MS10,Straighten,FALSE
HAI,MS10,Straighten,TRUE
JVL,MS10,Straighten,FALSE
DAL,MS10,Straighten,FALSE
PHI,MS10,Straighten,FALSE
TOR,MS10,Straighten,FALSE
WIN,MS10,Straighten,FALSE
SGP,MS10,Straighten,FALSE
MXQ,MS10,Straighten,FALSE
MTY,MS10,Straighten,FALSE
MXM,MS10,Straighten,FALSE
MCH,MS10,Straighten,FALSE
ASC,MS10,Straighten,FALSE
ADC,MS10,Straighten,FALSE
ATL,MS10,Straighten,FALSE
WIE,MS10,Straighten,FALSE
ENA,MS10,Straighten,FALSE
ENT,MS10,Straighten,FALSE
LOS,MS2,Straighten,FALSE
STO,MS2,Straighten,FALSE
CHA,MS2,Straighten,FALSE
CLE,MS2,Straighten,FALSE
HAI,MS2,Straighten,TRUE
JVL,MS2,Straighten,FALSE
DAL,MS2,Straighten,FALSE
PHI,MS2,Straighten,FALSE
TOR,MS2,Straighten,FALSE
WIN,MS2,Straighten,FALSE
SGP,MS2,Straighten,FALSE
MXQ,MS2,Straighten,FALSE
MTY,MS2,Straighten,FALSE
MXM,MS2,Straighten,FALSE
MCH,MS2,Straighten,FALSE
ASC,MS2,Straighten,FALSE
ADC,MS2,Straighten,FALSE
ATL,MS2,Straighten,FALSE
WIE,MS2,Straighten,FALSE
ENA,MS2,Straighten,FALSE
ENT,MS2,Straighten,FALSE
LOS,MS3,Straighten,FALSE
STO,MS3,Straighten,FALSE
CHA,MS3,Straighten,FALSE
CLE,MS3,Straighten,FALSE
HAI,MS3,Straighten,TRUE
JVL,MS3,Straighten,FALSE
DAL,MS3,Straighten,FALSE
PHI,MS3,Straighten,FALSE
TOR,MS3,Straighten,FALSE
WIN,MS3,Straighten,FALSE
SGP,MS3,Straighten,FALSE
MXQ,MS3,Straighten,FALSE
MTY,MS3,Straighten,FALSE
MXM,MS3,Straighten,FALSE
MCH,MS3,Straighten,FALSE
ASC,MS3,Straighten,FALSE
ADC,MS3,Straighten,FALSE
ATL,MS3,Straighten,FALSE
WIE,MS3,Straighten,FALSE
ENA,MS3,Straighten,FALSE
ENT,MS3,Straighten,FALSE
LOS,MS5,Straighten,FALSE
STO,MS5,Straighten,FALSE
CHA,MS5,Straighten,FALSE
CLE,MS5,Straighten,FALSE
HAI,MS5,Straighten,TRUE
JVL,MS5,Straighten,FALSE
DAL,MS5,Straighten,FALSE
PHI,MS5,Straighten,FALSE
TOR,MS5,Straighten,FALSE
WIN,MS5,Straighten,FALSE
SGP,MS5,Straighten,FALSE
MXQ,MS5,Straighten,FALSE
MTY,MS5,Straighten,FALSE
MXM,MS5,Straighten,FALSE
MCH,MS5,Straighten,FALSE
ASC,MS5,Straighten,FALSE
ADC,MS5,Straighten,FALSE
ATL,MS5,Straighten,FALSE
WIE,MS5,Straighten,FALSE
ENA,MS5,Straighten,FALSE
ENT,MS5,Straighten,FALSE
LOS,MS9,Straighten,FALSE
STO,MS9,Straighten,FALSE
CHA,MS9,Straighten,FALSE
CLE,MS9,Straighten,FALSE
HAI,MS9,Straighten,TRUE
JVL,MS9,Straighten,FALSE
DAL,MS9,Straighten,FALSE
PHI,MS9,Straighten,FALSE
TOR,MS9,Straighten,FALSE
WIN,MS9,Straighten,FALSE
SGP,MS9,Straighten,FALSE
MXQ,MS9,Straighten,FALSE
MTY,MS9,Straighten,FALSE
MXM,MS9,Straighten,FALSE
MCH,MS9,Straighten,FALSE
ASC,MS9,Straighten,FALSE
ADC,MS9,Straighten,FALSE
ATL,MS9,Straighten,FALSE
WIE,MS9,Straighten,FALSE
ENA,MS9,Straighten,FALSE
ENT,MS9,Straighten,FALSE
LOS,NOPK,No Pick Task,FALSE
STO,NOPK,No Pick Task,FALSE
CHA,NOPK,No Pick Task,FALSE
CLE,NOPK,No Pick Task,FALSE
HAI,NOPK,No Pick Task,TRUE
JVL,NOPK,No Pick Task,FALSE
DAL,NOPK,No Pick Task,FALSE
PHI,NOPK,No Pick Task,FALSE
TOR,NOPK,No Pick Task,FALSE
WIN,NOPK,No Pick Task,FALSE
SGP,NOPK,No Pick Task,FALSE
MXQ,NOPK,No Pick Task,FALSE
MTY,NOPK,No Pick Task,FALSE
MXM,NOPK,No Pick Task,FALSE
MCH,NOPK,No Pick Task,FALSE
ASC,NOPK,No Pick Task,FALSE
ADC,NOPK,No Pick Task,FALSE
ATL,NOPK,No Pick Task,FALSE
WIE,NOPK,No Pick Task,FALSE
ENA,NOPK,No Pick Task,FALSE
ENT,NOPK,No Pick Task,FALSE
LOS,NOR,Normalize,FALSE
STO,NOR,Normalize,FALSE
CHA,NOR,Normalize,FALSE
CLE,NOR,Normalize,FALSE
HAI,NOR,Normalize,TRUE
JVL,NOR,Normalize,FALSE
DAL,NOR,Normalize,FALSE
PHI,NOR,Normalize,FALSE
TOR,NOR,Normalize,FALSE
WIN,NOR,Normalize,FALSE
SGP,NOR,Normalize,FALSE
MXQ,NOR,Normalize,FALSE
MTY,NOR,Normalize,FALSE
MXM,NOR,Normalize,FALSE
MCH,NOR,Normalize,FALSE
ASC,NOR,Normalize,FALSE
ADC,NOR,Normalize,FALSE
ATL,NOR,Normalize,FALSE
WIE,NOR,Normalize,FALSE
ENA,NOR,Normalize,FALSE
ENT,NOR,Normalize,FALSE
LOS,NTWK,Network Pick Task,FALSE
STO,NTWK,Network Pick Task,FALSE
CHA,NTWK,Network Pick Task,FALSE
CLE,NTWK,Network Pick Task,FALSE
HAI,NTWK,Network Pick Task,TRUE
JVL,NTWK,Network Pick Task,FALSE
DAL,NTWK,Network Pick Task,FALSE
PHI,NTWK,Network Pick Task,FALSE
TOR,NTWK,Network Pick Task,FALSE
WIN,NTWK,Network Pick Task,FALSE
SGP,NTWK,Network Pick Task,FALSE
MXQ,NTWK,Network Pick Task,FALSE
MTY,NTWK,Network Pick Task,FALSE
MXM,NTWK,Network Pick Task,FALSE
MCH,NTWK,Network Pick Task,FALSE
ASC,NTWK,Network Pick Task,FALSE
ADC,NTWK,Network Pick Task,FALSE
ATL,NTWK,Network Pick Task,FALSE
WIE,NTWK,Network Pick Task,FALSE
ENA,NTWK,Network Pick Task,FALSE
ENT,NTWK,Network Pick Task,FALSE
LOS,OS10,Outside Processing 10,FALSE
STO,OS10,Outside Processing 10,FALSE
CHA,OS10,Outside Processing 10,FALSE
CLE,OS10,Outside Processing 10,FALSE
HAI,OS10,Outside Processing 10,TRUE
JVL,OS10,Outside Processing 10,FALSE
DAL,OS10,Outside Processing 10,FALSE
PHI,OS10,Outside Processing 10,FALSE
TOR,OS10,Outside Processing 10,FALSE
WIN,OS10,Outside Processing 10,FALSE
SGP,OS10,Outside Processing 10,FALSE
MXQ,OS10,Outside Processing 10,FALSE
MTY,OS10,Outside Processing 10,FALSE
MXM,OS10,Outside Processing 10,FALSE
MCH,OS10,Outside Processing 10,FALSE
ASC,OS10,Outside Processing 10,FALSE
ADC,OS10,Outside Processing 10,FALSE
ATL,OS10,Outside Processing 10,FALSE
WIE,OS10,Outside Processing 10,FALSE
ENA,OS10,Outside Processing 10,FALSE
ENT,OS10,Outside Processing 10,FALSE
LOS,OS11,Outside Processing 11,FALSE
STO,OS11,Outside Processing 11,FALSE
CHA,OS11,Outside Processing 11,FALSE
CLE,OS11,Outside Processing 11,FALSE
HAI,OS11,Outside Processing 11,TRUE
JVL,OS11,Outside Processing 11,FALSE
DAL,OS11,Outside Processing 11,FALSE
PHI,OS11,Outside Processing 11,FALSE
TOR,OS11,Outside Processing 11,FALSE
WIN,OS11,Outside Processing 11,FALSE
SGP,OS11,Outside Processing 11,FALSE
MXQ,OS11,Outside Processing 11,FALSE
MTY,OS11,Outside Processing 11,FALSE
MXM,OS11,Outside Processing 11,FALSE
MCH,OS11,Outside Processing 11,FALSE
ASC,OS11,Outside Processing 11,FALSE
ADC,OS11,Outside Processing 11,FALSE
ATL,OS11,Outside Processing 11,FALSE
WIE,OS11,Outside Processing 11,FALSE
ENA,OS11,Outside Processing 11,FALSE
ENT,OS11,Outside Processing 11,FALSE
LOS,OS12,Outside Processing 12,FALSE
STO,OS12,Outside Processing 12,FALSE
CHA,OS12,Outside Processing 12,FALSE
CLE,OS12,Outside Processing 12,FALSE
HAI,OS12,Outside Processing 12,TRUE
JVL,OS12,Outside Processing 12,FALSE
DAL,OS12,Outside Processing 12,FALSE
PHI,OS12,Outside Processing 12,FALSE
TOR,OS12,Outside Processing 12,FALSE
WIN,OS12,Outside Processing 12,FALSE
SGP,OS12,Outside Processing 12,FALSE
MXQ,OS12,Outside Processing 12,FALSE
MTY,OS12,Outside Processing 12,FALSE
MXM,OS12,Outside Processing 12,FALSE
MCH,OS12,Outside Processing 12,FALSE
ASC,OS12,Outside Processing 12,FALSE
ADC,OS12,Outside Processing 12,FALSE
ATL,OS12,Outside Processing 12,FALSE
WIE,OS12,Outside Processing 12,FALSE
ENA,OS12,Outside Processing 12,FALSE
ENT,OS12,Outside Processing 12,FALSE
LOS,OS13,Outside Processing 13,FALSE
STO,OS13,Outside Processing 13,FALSE
CHA,OS13,Outside Processing 13,FALSE
CLE,OS13,Outside Processing 13,FALSE
HAI,OS13,Outside Processing 13,TRUE
JVL,OS13,Outside Processing 13,FALSE
DAL,OS13,Outside Processing 13,FALSE
PHI,OS13,Outside Processing 13,FALSE
TOR,OS13,Outside Processing 13,FALSE
WIN,OS13,Outside Processing 13,FALSE
SGP,OS13,Outside Processing 13,FALSE
MXQ,OS13,Outside Processing 13,FALSE
MTY,OS13,Outside Processing 13,FALSE
MXM,OS13,Outside Processing 13,FALSE
MCH,OS13,Outside Processing 13,FALSE
ASC,OS13,Outside Processing 13,FALSE
ADC,OS13,Outside Processing 13,FALSE
ATL,OS13,Outside Processing 13,FALSE
WIE,OS13,Outside Processing 13,FALSE
ENA,OS13,Outside Processing 13,FALSE
ENT,OS13,Outside Processing 13,FALSE
LOS,OS14,Outside Processing 14,FALSE
STO,OS14,Outside Processing 14,FALSE
CHA,OS14,Outside Processing 14,FALSE
CLE,OS14,Outside Processing 14,FALSE
HAI,OS14,Outside Processing 14,TRUE
JVL,OS14,Outside Processing 14,FALSE
DAL,OS14,Outside Processing 14,FALSE
PHI,OS14,Outside Processing 14,FALSE
TOR,OS14,Outside Processing 14,FALSE
WIN,OS14,Outside Processing 14,FALSE
SGP,OS14,Outside Processing 14,FALSE
MXQ,OS14,Outside Processing 14,FALSE
MTY,OS14,Outside Processing 14,FALSE
MXM,OS14,Outside Processing 14,FALSE
MCH,OS14,Outside Processing 14,FALSE
ASC,OS14,Outside Processing 14,FALSE
ADC,OS14,Outside Processing 14,FALSE
ATL,OS14,Outside Processing 14,FALSE
WIE,OS14,Outside Processing 14,FALSE
ENA,OS14,Outside Processing 14,FALSE
ENT,OS14,Outside Processing 14,FALSE
LOS,OS15,Outside Processing 15,FALSE
STO,OS15,Outside Processing 15,FALSE
CHA,OS15,Outside Processing 15,FALSE
CLE,OS15,Outside Processing 15,FALSE
HAI,OS15,Outside Processing 15,TRUE
JVL,OS15,Outside Processing 15,FALSE
DAL,OS15,Outside Processing 15,FALSE
PHI,OS15,Outside Processing 15,FALSE
TOR,OS15,Outside Processing 15,FALSE
WIN,OS15,Outside Processing 15,FALSE
SGP,OS15,Outside Processing 15,FALSE
MXQ,OS15,Outside Processing 15,FALSE
MTY,OS15,Outside Processing 15,FALSE
MXM,OS15,Outside Processing 15,FALSE
MCH,OS15,Outside Processing 15,FALSE
ASC,OS15,Outside Processing 15,FALSE
ADC,OS15,Outside Processing 15,FALSE
ATL,OS15,Outside Processing 15,FALSE
WIE,OS15,Outside Processing 15,FALSE
ENA,OS15,Outside Processing 15,FALSE
ENT,OS15,Outside Processing 15,FALSE
LOS,OS16,Outside Processing 16,FALSE
STO,OS16,Outside Processing 16,FALSE
CHA,OS16,Outside Processing 16,FALSE
CLE,OS16,Outside Processing 16,FALSE
HAI,OS16,Outside Processing 16,TRUE
JVL,OS16,Outside Processing 16,FALSE
DAL,OS16,Outside Processing 16,FALSE
PHI,OS16,Outside Processing 16,FALSE
TOR,OS16,Outside Processing 16,FALSE
WIN,OS16,Outside Processing 16,FALSE
SGP,OS16,Outside Processing 16,FALSE
MXQ,OS16,Outside Processing 16,FALSE
MTY,OS16,Outside Processing 16,FALSE
MXM,OS16,Outside Processing 16,FALSE
MCH,OS16,Outside Processing 16,FALSE
ASC,OS16,Outside Processing 16,FALSE
ADC,OS16,Outside Processing 16,FALSE
ATL,OS16,Outside Processing 16,FALSE
WIE,OS16,Outside Processing 16,FALSE
ENA,OS16,Outside Processing 16,FALSE
ENT,OS16,Outside Processing 16,FALSE
LOS,OS17,Outside Processing 17,FALSE
STO,OS17,Outside Processing 17,FALSE
CHA,OS17,Outside Processing 17,FALSE
CLE,OS17,Outside Processing 17,FALSE
HAI,OS17,Outside Processing 17,TRUE
JVL,OS17,Outside Processing 17,FALSE
DAL,OS17,Outside Processing 17,FALSE
PHI,OS17,Outside Processing 17,FALSE
TOR,OS17,Outside Processing 17,FALSE
WIN,OS17,Outside Processing 17,FALSE
SGP,OS17,Outside Processing 17,FALSE
MXQ,OS17,Outside Processing 17,FALSE
MTY,OS17,Outside Processing 17,FALSE
MXM,OS17,Outside Processing 17,FALSE
MCH,OS17,Outside Processing 17,FALSE
ASC,OS17,Outside Processing 17,FALSE
ADC,OS17,Outside Processing 17,FALSE
ATL,OS17,Outside Processing 17,FALSE
WIE,OS17,Outside Processing 17,FALSE
ENA,OS17,Outside Processing 17,FALSE
ENT,OS17,Outside Processing 17,FALSE
LOS,OS18,Outside Processing 18,FALSE
STO,OS18,Outside Processing 18,FALSE
CHA,OS18,Outside Processing 18,FALSE
CLE,OS18,Outside Processing 18,FALSE
HAI,OS18,Outside Processing 18,TRUE
JVL,OS18,Outside Processing 18,FALSE
DAL,OS18,Outside Processing 18,FALSE
PHI,OS18,Outside Processing 18,FALSE
TOR,OS18,Outside Processing 18,FALSE
WIN,OS18,Outside Processing 18,FALSE
SGP,OS18,Outside Processing 18,FALSE
MXQ,OS18,Outside Processing 18,FALSE
MTY,OS18,Outside Processing 18,FALSE
MXM,OS18,Outside Processing 18,FALSE
MCH,OS18,Outside Processing 18,FALSE
ASC,OS18,Outside Processing 18,FALSE
ADC,OS18,Outside Processing 18,FALSE
ATL,OS18,Outside Processing 18,FALSE
WIE,OS18,Outside Processing 18,FALSE
ENA,OS18,Outside Processing 18,FALSE
ENT,OS18,Outside Processing 18,FALSE
LOS,OS19,Outside Processing 19,FALSE
STO,OS19,Outside Processing 19,FALSE
CHA,OS19,Outside Processing 19,FALSE
CLE,OS19,Outside Processing 19,FALSE
HAI,OS19,Outside Processing 19,TRUE
JVL,OS19,Outside Processing 19,FALSE
DAL,OS19,Outside Processing 19,FALSE
PHI,OS19,Outside Processing 19,FALSE
TOR,OS19,Outside Processing 19,FALSE
WIN,OS19,Outside Processing 19,FALSE
SGP,OS19,Outside Processing 19,FALSE
MXQ,OS19,Outside Processing 19,FALSE
MTY,OS19,Outside Processing 19,FALSE
MXM,OS19,Outside Processing 19,FALSE
MCH,OS19,Outside Processing 19,FALSE
ASC,OS19,Outside Processing 19,FALSE
ADC,OS19,Outside Processing 19,FALSE
ATL,OS19,Outside Processing 19,FALSE
WIE,OS19,Outside Processing 19,FALSE
ENA,OS19,Outside Processing 19,FALSE
ENT,OS19,Outside Processing 19,FALSE
LOS,OS20,Outside Processing 20,FALSE
STO,OS20,Outside Processing 20,FALSE
CHA,OS20,Outside Processing 20,FALSE
CLE,OS20,Outside Processing 20,FALSE
HAI,OS20,Outside Processing 20,TRUE
JVL,OS20,Outside Processing 20,FALSE
DAL,OS20,Outside Processing 20,FALSE
PHI,OS20,Outside Processing 20,FALSE
TOR,OS20,Outside Processing 20,FALSE
WIN,OS20,Outside Processing 20,FALSE
SGP,OS20,Outside Processing 20,FALSE
MXQ,OS20,Outside Processing 20,FALSE
MTY,OS20,Outside Processing 20,FALSE
MXM,OS20,Outside Processing 20,FALSE
MCH,OS20,Outside Processing 20,FALSE
ASC,OS20,Outside Processing 20,FALSE
ADC,OS20,Outside Processing 20,FALSE
ATL,OS20,Outside Processing 20,FALSE
WIE,OS20,Outside Processing 20,FALSE
ENA,OS20,Outside Processing 20,FALSE
ENT,OS20,Outside Processing 20,FALSE
LOS,OS21,Outside Processing 21,FALSE
STO,OS21,Outside Processing 21,FALSE
CHA,OS21,Outside Processing 21,FALSE
CLE,OS21,Outside Processing 21,FALSE
HAI,OS21,Outside Processing 21,TRUE
JVL,OS21,Outside Processing 21,FALSE
DAL,OS21,Outside Processing 21,FALSE
PHI,OS21,Outside Processing 21,FALSE
TOR,OS21,Outside Processing 21,FALSE
WIN,OS21,Outside Processing 21,FALSE
SGP,OS21,Outside Processing 21,FALSE
MXQ,OS21,Outside Processing 21,FALSE
MTY,OS21,Outside Processing 21,FALSE
MXM,OS21,Outside Processing 21,FALSE
MCH,OS21,Outside Processing 21,FALSE
ASC,OS21,Outside Processing 21,FALSE
ADC,OS21,Outside Processing 21,FALSE
ATL,OS21,Outside Processing 21,FALSE
WIE,OS21,Outside Processing 21,FALSE
ENA,OS21,Outside Processing 21,FALSE
ENT,OS21,Outside Processing 21,FALSE
LOS,OSM,Outisde Machining,FALSE
STO,OSM,Outisde Machining,FALSE
CHA,OSM,Outisde Machining,FALSE
CLE,OSM,Outisde Machining,FALSE
HAI,OSM,Outisde Machining,TRUE
JVL,OSM,Outisde Machining,FALSE
DAL,OSM,Outisde Machining,FALSE
PHI,OSM,Outisde Machining,FALSE
TOR,OSM,Outisde Machining,FALSE
WIN,OSM,Outisde Machining,FALSE
SGP,OSM,Outisde Machining,FALSE
MXQ,OSM,Outisde Machining,FALSE
MTY,OSM,Outisde Machining,FALSE
MXM,OSM,Outisde Machining,FALSE
MCH,OSM,Outisde Machining,FALSE
ASC,OSM,Outisde Machining,FALSE
ADC,OSM,Outisde Machining,FALSE
ATL,OSM,Outisde Machining,FALSE
WIE,OSM,Outisde Machining,FALSE
ENA,OSM,Outisde Machining,FALSE
ENT,OSM,Outisde Machining,FALSE
LOS,OSP1,Outisde Processing 1,FALSE
STO,OSP1,Outisde Processing 1,FALSE
CHA,OSP1,Outisde Processing 1,FALSE
CLE,OSP1,Outisde Processing 1,FALSE
HAI,OSP1,Outisde Processing 1,TRUE
JVL,OSP1,Outisde Processing 1,FALSE
DAL,OSP1,Outisde Processing 1,FALSE
PHI,OSP1,Outisde Processing 1,FALSE
TOR,OSP1,Outisde Processing 1,FALSE
WIN,OSP1,Outisde Processing 1,FALSE
SGP,OSP1,Outisde Processing 1,FALSE
MXQ,OSP1,Outisde Processing 1,FALSE
MTY,OSP1,Outisde Processing 1,FALSE
MXM,OSP1,Outisde Processing 1,FALSE
MCH,OSP1,Outisde Processing 1,FALSE
ASC,OSP1,Outisde Processing 1,FALSE
ADC,OSP1,Outisde Processing 1,FALSE
ATL,OSP1,Outisde Processing 1,FALSE
WIE,OSP1,Outisde Processing 1,FALSE
ENA,OSP1,Outisde Processing 1,FALSE
ENT,OSP1,Outisde Processing 1,FALSE
LOS,OSP2,Outisde Processing 2,FALSE
STO,OSP2,Outisde Processing 2,FALSE
CHA,OSP2,Outisde Processing 2,FALSE
CLE,OSP2,Outisde Processing 2,FALSE
HAI,OSP2,Outisde Processing 2,TRUE
JVL,OSP2,Outisde Processing 2,FALSE
DAL,OSP2,Outisde Processing 2,FALSE
PHI,OSP2,Outisde Processing 2,FALSE
TOR,OSP2,Outisde Processing 2,FALSE
WIN,OSP2,Outisde Processing 2,FALSE
SGP,OSP2,Outisde Processing 2,FALSE
MXQ,OSP2,Outisde Processing 2,FALSE
MTY,OSP2,Outisde Processing 2,FALSE
MXM,OSP2,Outisde Processing 2,FALSE
MCH,OSP2,Outisde Processing 2,FALSE
ASC,OSP2,Outisde Processing 2,FALSE
ADC,OSP2,Outisde Processing 2,FALSE
ATL,OSP2,Outisde Processing 2,FALSE
WIE,OSP2,Outisde Processing 2,FALSE
ENA,OSP2,Outisde Processing 2,FALSE
ENT,OSP2,Outisde Processing 2,FALSE
LOS,OSP3,Outisde Processing 3,FALSE
STO,OSP3,Outisde Processing 3,FALSE
CHA,OSP3,Outisde Processing 3,FALSE
CLE,OSP3,Outisde Processing 3,FALSE
HAI,OSP3,Outisde Processing 3,TRUE
JVL,OSP3,Outisde Processing 3,FALSE
DAL,OSP3,Outisde Processing 3,FALSE
